DATE,PRICE
03/01/2025,"131,38"
04/01/2025,"131,38"
05/01/2025,"131,38"
06/01/2025,"131,84"
07/01/2025,"131,89"
08/01/2025,"131,85"
09/01/2025,"131,91"
10/01/2025,"131,85"
11/01/2025,"131,85"
12/01/2025,"131,85"
13/01/2025,"131,83"
14/01/2025,"131,97"
15/01/2025,"132,19"
16/01/2025,"132,26"
17/01/2025,"132,28"
18/01/2025,"132,28"
19/01/2025,"132,28"
20/01/2025,"132,34"
21/01/2025,"132,42"
22/01/2025,"132,49"
23/01/2025,"132,52"
24/01/2025,"132,52"
25/01/2025,"132,52"
26/01/2025,"132,52"
27/01/2025,"132,44"
28/01/2025,"132,52"
29/01/2025,"132,62"
30/01/2025,"132,75"
31/01/2025,"132,73"
01/02/2025,"132,73"
02/02/2025,"132,73"
03/02/2025,"132,45"
04/02/2025,"132,72"
05/02/2025,"132,76"
06/02/2025,"132,96"
07/02/2025,"132,88"
08/02/2025,"132,88"
09/02/2025,"132,88"
10/02/2025,"133,07"
11/02/2025,"133,16"
12/02/2025,"133,20"
13/02/2025,"133,27"
14/02/2025,"133,28"
15/02/2025,"133,28"
16/02/2025,"133,28"
17/02/2025,"133,37"
18/02/2025,"133,41"
19/02/2025,"133,26"
20/02/2025,"133,29"
21/02/2025,"133,36"
22/02/2025,"133,36"
23/02/2025,"133,36"
24/02/2025,"133,38"
25/02/2025,"133,37"
26/02/2025,"133,63"
27/02/2025,"133,47"
28/02/2025,"133,42"
01/03/2025,"133,42"
02/03/2025,"133,42"
03/03/2025,"133,78"
04/03/2025,"132,99"
05/03/2025,"133,57"
06/03/2025,"133,72"
07/03/2025,"133,48"
08/03/2025,"133,48"
09/03/2025,"133,48"
10/03/2025,"132,95"
11/03/2025,"132,29"
12/03/2025,"133,13"
13/03/2025,"132,95"
14/03/2025,"133,78"
15/03/2025,"133,78"
16/03/2025,"133,78"
17/03/2025,"134,22"
18/03/2025,"134,46"
19/03/2025,"134,60"
20/03/2025,"134,49"
21/03/2025,"134,40"
22/03/2025,"134,40"
23/03/2025,"134,40"
24/03/2025,"134,56"
25/03/2025,"134,88"
26/03/2025,"134,59"
27/03/2025,"134,47"
28/03/2025,"134,22"
29/03/2025,"134,22"
30/03/2025,"134,22"
31/03/2025,"133,54"
01/04/2025,"134,36"
02/04/2025,"134,16"
03/04/2025,"131,41"
04/04/2025,"127,17"
05/04/2025,"127,17"
06/04/2025,"127,17"
07/04/2025,"121,22"
08/04/2025,"124,56"
09/04/2025,"121,27"
10/04/2025,"125,97"
11/04/2025,"124,95"
12/04/2025,"124,95"
13/04/2025,"124,95"
14/04/2025,"127,56"
15/04/2025,"128,75"
16/04/2025,"128,71"
17/04/2025,"128,34"
18/04/2025,"128,34"
19/04/2025,"128,34"
20/04/2025,"128,34"
21/04/2025,"128,34"
22/04/2025,"128,90"
23/04/2025,"130,16"
24/04/2025,"130,46"
25/04/2025,"130,82"
26/04/2025,"130,82"
27/04/2025,"130,82"
28/04/2025,"130,90"
29/04/2025,"130,98"
30/04/2025,"130,97"
01/05/2025,"130,97"
02/05/2025,"131,24"
03/05/2025,"131,24"
04/05/2025,"131,24"
05/05/2025,"131,37"
06/05/2025,"131,32"
07/05/2025,"131,26"
08/05/2025,"131,46"
09/05/2025,"131,51"
10/05/2025,"131,51"
11/05/2025,"131,51"
12/05/2025,"131,86"
13/05/2025,"131,96"
14/05/2025,"131,95"
15/05/2025,"131,98"
16/05/2025,"132,00"
17/05/2025,"132,00"
18/05/2025,"132,00"
19/05/2025,"132,06"
20/05/2025,"132,13"
21/05/2025,"132,15"
22/05/2025,"132,10"
23/05/2025,"131,63"
24/05/2025,"131,63"
25/05/2025,"131,63"
26/05/2025,"132,27"
27/05/2025,"132,47"
28/05/2025,"132,35"
29/05/2025,"132,42"
30/05/2025,"132,41"
31/05/2025,"132,41"
01/06/2025,"132,41"
02/06/2025,"132,45"
03/06/2025,"132,63"
04/06/2025,"132,79"
05/06/2025,"132,88"
06/06/2025,"132,95"
07/06/2025,"132,95"
08/06/2025,"132,95"
09/06/2025,"133,04"
10/06/2025,"133,06"
11/06/2025,"133,07"
12/06/2025,"132,88"
13/06/2025,"132,40"
14/06/2025,"132,40"
15/06/2025,"132,40"
16/06/2025,"132,97"
17/06/2025,"132,61"
18/06/2025,"132,52"
19/06/2025,"131,75"
20/06/2025,"132,53"
21/06/2025,"132,53"
22/06/2025,"132,53"
23/06/2025,"132,71"
24/06/2025,"133,53"
25/06/2025,"133,37"
26/06/2025,"133,43"
27/06/2025,"133,86"
28/06/2025,"133,86"
29/06/2025,"133,86"
30/06/2025,"133,90"
01/07/2025,"133,88"
02/07/2025,"134,02"
03/07/2025,"134,13"
04/07/2025,"133,94"
05/07/2025,"133,94"
06/07/2025,"133,94"
07/07/2025,"134,23"
08/07/2025,"134,39"
09/07/2025,"134,51"
10/07/2025,"134,54"
11/07/2025,"134,46"
12/07/2025,"134,46"
13/07/2025,"134,46"
14/07/2025,"134,50"
15/07/2025,"134,51"
16/07/2025,"134,38"
17/07/2025,"134,63"
18/07/2025,"134,59"
19/07/2025,"134,59"
20/07/2025,"134,59"
21/07/2025,"134,65"
22/07/2025,"134,40"
23/07/2025,"134,68"
24/07/2025,"134,80"
25/07/2025,"134,79"
26/07/2025,"134,79"
27/07/2025,"134,79"
28/07/2025,"134,88"
29/07/2025,"135,08"
30/07/2025,"135,18"
31/07/2025,"134,97"
01/08/2025,"133,74"
02/08/2025,"133,74"
03/08/2025,"133,74"
04/08/2025,"134,76"
05/08/2025,"134,99"
06/08/2025,"135,19"
07/08/2025,"135,56"
08/08/2025,"135,66"
09/08/2025,"135,66"
10/08/2025,"135,66"
11/08/2025,"135,66"
12/08/2025,"135,81"
13/08/2025,"135,94"
14/08/2025,"135,99"
15/08/2025,"136,03"
16/08/2025,"136,03"
17/08/2025,"136,03"
18/08/2025,"136,03"
19/08/2025,"136,16"
20/08/2025,"136,14"
21/08/2025,"136,15"
22/08/2025,"136,23"
23/08/2025,"136,23"
24/08/2025,"136,23"
25/08/2025,"136,10"
26/08/2025,"135,89"
27/08/2025,"135,98"
28/08/2025,"136,07"
29/08/2025,"135,91"
30/08/2025,"135,91"
31/08/2025,"135,91"
01/09/2025,"136,07"
02/09/2025,"135,51"
03/09/2025,"135,93"
04/09/2025,"136,17"
05/09/2025,"135,98"
06/09/2025,"135,98"
07/09/2025,"135,98"
08/09/2025,"136,53"
09/09/2025,"136,63"
10/09/2025,"136,59"
11/09/2025,"136,81"
12/09/2025,"136,88"
13/09/2025,"136,88"
14/09/2025,"136,88"
15/09/2025,"137,06"
16/09/2025,"136,84"
17/09/2025,"136,86"
18/09/2025,"137,17"
19/09/2025,"137,18"
20/09/2025,"137,18"
21/09/2025,"137,18"
22/09/2025,"137,17"
23/09/2025,"137,27"
24/09/2025,"137,28"
25/09/2025,"137,23"
26/09/2025,"137,34"
27/09/2025,"137,34"
28/09/2025,"137,34"
29/09/2025,"137,46"
30/09/2025,"137,49"
01/10/2025,"137,57"
02/10/2025,"137,61"
03/10/2025,"137,63"
04/10/2025,"137,63"
05/10/2025,"137,63"
06/10/2025,"137,60"
07/10/2025,"137,57"
08/10/2025,"137,69"
09/10/2025,"137,69"
10/10/2025,"137,31"
11/10/2025,"137,31"
12/10/2025,"137,31"
13/10/2025,"137,59"
14/10/2025,"137,55"
15/10/2025,"137,89"
16/10/2025,"137,99"
17/10/2025,"137,83"
18/10/2025,"137,83"
19/10/2025,"137,83"
20/10/2025,"138,33"
21/10/2025,"138,40"
22/10/2025,"138,29"
23/10/2025,"138,43"
24/10/2025,"138,49"
25/10/2025,"138,49"
26/10/2025,"138,49"
27/10/2025,"138,65"
28/10/2025,"138,67"
29/10/2025,"138,68"
30/10/2025,"138,71"
31/10/2025,"138,71"
01/11/2025,"138,71"
